qid,question,gold_answer,gold_url,predicted_answer,mrr_url,exact_match,recall_at_k,time,retrieved_urls
Q10,What was Wu's first name?,Wu Jianqiu,https://en.wikipedia.org/wiki/Wu_Yingyin,Wu Jianqiu,1.0,1,1,1.305600643157959,"['https://en.wikipedia.org/wiki/Wu_Yingyin', 'https://en.wikipedia.org/wiki/Wu_(state)', 'https://en.wikipedia.org/wiki/Yan_Kingdom_(Han_dynasty)', 'https://en.wikipedia.org/wiki/January_1969', 'https://en.wikipedia.org/wiki/Maymunah_bint_al-Harith']"
Q11,What is the title of the song that Mimi Webb sang?,Good Without,https://en.wikipedia.org/wiki/Good_Without,Good Without,1.0,1,1,1.0556025505065918,"['https://en.wikipedia.org/wiki/Good_Without', 'https://en.wikipedia.org/wiki/Born_to_Sing_the_Blues', 'https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini', 'https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini']"
Q12,What was the name of the village Sar'a was located on? Answer: Sar'a,What is the name of the village Sar'a is located on?,https://en.wikipedia.org/wiki/Sar%27a,Sar'a,1.0,0,1,1.2614896297454834,"['https://en.wikipedia.org/wiki/Sar%27a', 'https://en.wikipedia.org/wiki/Sar%27a', 'https://en.wikipedia.org/wiki/Sar%27a', 'https://en.wikipedia.org/wiki/Sar%27a', 'https://en.wikipedia.org/wiki/Sar%27a']"
Q13,"What was Ernst Aufseeser's occupation?, Artist","painter, illustrator and graphic designer",https://en.wikipedia.org/wiki/Ernst_Aufseeser,"painter, illustrator and graphic designer",1.0,1,1,1.4335684776306152,"['https://en.wikipedia.org/wiki/Ernst_Aufseeser', 'https://en.wikipedia.org/wiki/Julius_Lips', 'https://en.wikipedia.org/wiki/David_Rosenberg_(poet)', 'https://en.wikipedia.org/wiki/Paul_E._Kahle', 'https://en.wikipedia.org/wiki/Alo%C3%AFse_de_Carlowitz']"
Q14,What is the name of the region that is featured in numerous films? Answer: Nord-Pas-de-Calais.,"French Revolution, the region was renamed the French Low Countries.",https://en.wikipedia.org/wiki/Nord-Pas-de-Calais,Nord-Pas-de-Calais.,1.0,0,1,1.7898564338684082,"['https://en.wikipedia.org/wiki/Nord-Pas-de-Calais', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais']"
Q15,What is the name of the town hall? _,Hôtel de Ville,"https://en.wikipedia.org/wiki/H%C3%B4tel_de_Ville,_Matoury",Hôtel de Ville,1.0,1,1,1.23103928565979,"['https://en.wikipedia.org/wiki/H%C3%B4tel_de_Ville,_Matoury', 'https://en.wikipedia.org/wiki/Hall_Gate', 'https://en.wikipedia.org/wiki/West_Seneca,_New_York', 'https://en.wikipedia.org/wiki/Kottayam', 'https://en.wikipedia.org/wiki/Abercorn,_Queensland']"
Q16,"What was the name of the song that was recorded in Spain? Answer: ""A far l'amore comincia tu""","Do It, Do It Again",https://en.wikipedia.org/wiki/Disco,Hay que venir al sur,1.0,0,1,1.6684584617614746,"['https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini', 'https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini', 'https://en.wikipedia.org/wiki/A_Favor_House_Atlantic']"
Q17,"What is the name of the fossil site of the Falcón Basin, Venezuela? Answer: Altamirano Sierra, Al J (2013), ""Primer registro de pelicano (Aves: Pelecanidae) para el Mioceno tardio de la formacion Pisco, Peru"" (PDF), Bulletin de l'Institut français d'études andines, 42: 1–12, retrieved 2017-09-04 Amson, E.; De Muizon, C. (2013), ""A new dur",br>,https://en.wikipedia.org/wiki/Pisco_Formation,Amazon Basin Urumaco,1.0,0,1,2.7418792247772217,"['https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Pisco_Formation']"
Q18,"How long did it take the Indian Polar Satellite Launch Vehicle (PSLV) rocket to launch? Answer: 17 minutes and 38 seconds. The rocket was launched from the second launch pad of the Satish Dhawan Space Centre at Sriharikota, Andhra Pradesh. The rocket was launched from the second launch pad of the Satish Dhawan Space Centre at Sriharikota, Andhra Pradesh. The rocket was launched from the second launch pad of the Satish Dhawan Space Centre at Sriharikota, Andhra Pradesh. The rocket was launched from the second launch pad","Sriharikota, Andhra Pradesh",https://en.wikipedia.org/wiki/PSLV-C47,17 minutes and 38 seconds.,1.0,0,1,1.7704527378082275,"['https://en.wikipedia.org/wiki/PSLV-C47', 'https://en.wikipedia.org/wiki/PSLV-C47', 'https://en.wikipedia.org/wiki/Battle_of_Chunj', 'https://en.wikipedia.org/wiki/Research_%26_Development_Establishment_(Engineers)', 'https://en.wikipedia.org/wiki/Telkom-3']"
Q19,What is the name of Kim's mother?Options:A Carol.B Kim.C Rebecca.D Rebecca.Answer:A,C,https://en.wikipedia.org/wiki/Prodigal_Sons_(film),A,1.0,0,1,0.8777923583984375,"['https://en.wikipedia.org/wiki/Prodigal_Sons_(film)', 'https://en.wikipedia.org/wiki/Prodigal_Sons_(film)', 'https://en.wikipedia.org/wiki/Ada_Lim%C3%B3n', 'https://en.wikipedia.org/wiki/Bloody_Mary_(cocktail)', 'https://en.wikipedia.org/wiki/Urian']"
Q20,What was the name of the movie that Hewitt appeared in?,What was the relationship between Hewitt and Lyn Osborn?,https://en.wikipedia.org/wiki/Virginia_Hewitt,Head of State,1.0,0,1,1.0429251194000244,"['https://en.wikipedia.org/wiki/Virginia_Hewitt', 'https://en.wikipedia.org/wiki/Virginia_Hewitt', 'https://en.wikipedia.org/wiki/Virginia_Hewitt', 'https://en.wikipedia.org/wiki/Virginia_Hewitt', 'https://en.wikipedia.org/wiki/Richard_Shannon_(American_writer)']"
Q21,What was the date of the first space station?,1975,https://en.wikipedia.org/wiki/January_1969,"January 15, 1969",1.0,0,1,1.4173638820648193,"['https://en.wikipedia.org/wiki/January_1969', 'https://en.wikipedia.org/wiki/January_1969', 'https://en.wikipedia.org/wiki/January_1969', 'https://en.wikipedia.org/wiki/January_1969', 'https://en.wikipedia.org/wiki/January_1969']"
Q22,What is the difference between disco and rock? Answer: disco,disco,https://en.wikipedia.org/wiki/Disco,"Italo disco, and the synthesizer-heavy Euro disco aesthetics.",1.0,0,1,4.546990394592285,"['https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Disco']"
Q23,Which of the following is true about the Pisco Formation? Answer: sharks (most notably megalodon).,are found in the Pisco Basin.,https://en.wikipedia.org/wiki/Pisco_Formation,I don't know based on the given context.,1.0,0,1,1.7484545707702637,"['https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Dall%27s_porpoise', 'https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Dall%27s_porpoise']"
Q24,"What is the name of the city in India?, Answer: Kottayam","Dutch school was started at Kottayam, which was short-lived.",https://en.wikipedia.org/wiki/Kottayam,Kottayam,1.0,0,1,1.485051155090332,"['https://en.wikipedia.org/wiki/Kottayam', 'https://en.wikipedia.org/wiki/Kottayam', 'https://en.wikipedia.org/wiki/Kottayam', 'https://en.wikipedia.org/wiki/Kottayam', 'https://en.wikipedia.org/wiki/Kottayam']"
Q25,What are the characteristics of the teeth that organisms use to bite? Answer: Flat teeth,Flat teeth,https://en.wikipedia.org/wiki/Biting,[2],1.0,0,1,0.9742448329925537,"['https://en.wikipedia.org/wiki/Biting', 'https://en.wikipedia.org/wiki/Biting', 'https://en.wikipedia.org/wiki/Gingival_fibers', 'https://en.wikipedia.org/wiki/Biting', 'https://en.wikipedia.org/wiki/Gingival_fibers']"
Q26,What was the name of Benjamin Dewell's wife?,Celia H. Elliott,https://en.wikipedia.org/wiki/Benjamin_Dewell,Celia H. Elliott,1.0,1,1,1.299403429031372,"['https://en.wikipedia.org/wiki/Benjamin_Dewell', 'https://en.wikipedia.org/wiki/Iron_Act', 'https://en.wikipedia.org/wiki/Bloody_Mary_(cocktail)', 'https://en.wikipedia.org/wiki/Awaken_(song)', 'https://en.wikipedia.org/wiki/January_1969']"
Q27,What was the name of Nakhon Noi's father?,Sen Soulintha,https://en.wikipedia.org/wiki/Nakhon_Noi,Sen Soulintha,1.0,1,1,1.2559711933135986,"['https://en.wikipedia.org/wiki/Nakhon_Noi', 'https://en.wikipedia.org/wiki/Phraya_Ratsadanupradit_Mahitsaraphakdi', 'https://en.wikipedia.org/wiki/Ananda_Mahidol', 'https://en.wikipedia.org/wiki/Maymunah_bint_al-Harith', 'https://en.wikipedia.org/wiki/Crommyonian_Sow']"
Q28,What is the name of the genus of sperm whales from the Miocene of Peru? Answer: Koristocetus pescei,"Post, Klaas, De Muizon, Christian, Salas Gismondi, and Lambert, Olivier, Bianucci, Giovanni, Urbina, Mario, Geisler, Jonathan H. (2017), ""Koristocetus pescei gen. et",https://en.wikipedia.org/wiki/Pisco_Formation,Koristocetus pescei,1.0,0,1,1.4869334697723389,"['https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Pisco_Formation']"
Q29,"What is the population of Ranchos de Taos?, Answer: 2,707","2,707","https://en.wikipedia.org/wiki/Ranchos_de_Taos,_New_Mexico","The population was 2,707 at the time of the census-designated place (CDP) in Taos County, New Mexico,United States. The population was 2,707 at the time of the census-designated place (CDP) in Taos County, New Mexico,United States. The population was 2,707 at the time of the census-designated place (CDP) in Taos County, New Mexico,United States. The population was 2,707 at the time of the census-designated place (CDP) in Taos County,",1.0,0,1,12.722641468048096,"['https://en.wikipedia.org/wiki/Ranchos_de_Taos,_New_Mexico', 'https://en.wikipedia.org/wiki/Kishanpura,_SBS_Nagar', 'https://en.wikipedia.org/wiki/Nebikon', 'https://en.wikipedia.org/wiki/Nebikon', 'https://en.wikipedia.org/wiki/Luis_Arcos_Bergnes,_Cuba']"
Q30,What was the main difference between the two Buddhists? Answer: The two Buddhists were primarily in philosophical dialectic with the Vaibhika.,Mahayanists be more philosophical than the Vaibhika school,https://en.wikipedia.org/wiki/Hinayana,The two Buddhists were primarily in philosophical dialectic with the Vaibhika.,1.0,0,1,2.259174346923828,"['https://en.wikipedia.org/wiki/Hinayana', 'https://en.wikipedia.org/wiki/Hinayana', 'https://en.wikipedia.org/wiki/Hinayana', 'https://en.wikipedia.org/wiki/Hinayana', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais']"
Q31,What is the main idea of the passage?Options:A The use of hardware to break out of a deadlock.B The use of hardware to break out of a deadlock.C The use of hardware to break out of a deadlock.D The use of hardware to break out of a deadlock.Answer:A,A,https://en.wikipedia.org/wiki/OS/2,A,1.0,1,1,1.0714354515075684,"['https://en.wikipedia.org/wiki/OS/2', 'https://en.wikipedia.org/wiki/OS/2', 'https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport']"
Q32,"What is the population of Nebikon in the year 2000?, Answer: 2,713.","2,713",https://en.wikipedia.org/wiki/Nebikon,I don't know based on the given context.,1.0,0,1,1.9660253524780273,"['https://en.wikipedia.org/wiki/Nebikon', 'https://en.wikipedia.org/wiki/Nebikon', 'https://en.wikipedia.org/wiki/Nebikon', 'https://en.wikipedia.org/wiki/Kishanpura,_SBS_Nagar', 'https://en.wikipedia.org/wiki/Kottayam']"
Q33,What was the total number of people stranded at Tsarap River?,0,https://en.wikipedia.org/wiki/Tsarap_River,29,1.0,0,1,1.2727301120758057,"['https://en.wikipedia.org/wiki/Tsarap_River', 'https://en.wikipedia.org/wiki/Tsarap_River', 'https://en.wikipedia.org/wiki/Tsarap_River', 'https://en.wikipedia.org/wiki/Hobart_Bay,_Alaska', 'https://en.wikipedia.org/wiki/January_1969']"
Q34,How many members were there in the Odd Fellows Windmill?,"over 8,000",https://en.wikipedia.org/wiki/Odd_Fellows_Windmill,I don't know,1.0,0,1,1.4654967784881592,"['https://en.wikipedia.org/wiki/Odd_Fellows_Windmill', 'https://en.wikipedia.org/wiki/Charles_Fellows', 'https://en.wikipedia.org/wiki/Brad_Butterworth', 'https://en.wikipedia.org/wiki/William_MacAndrews', 'https://en.wikipedia.org/wiki/Disco']"
Q35,What was the name of Maria's mother?,Anna of Bohemia and Hungary,"https://en.wikipedia.org/wiki/Maria_of_Austria,_Duchess_of_J%C3%BClich-Cleves-Berg",Anna of Bohemia and Hungary,1.0,1,1,1.5841522216796875,"['https://en.wikipedia.org/wiki/Maria_of_Austria,_Duchess_of_J%C3%BClich-Cleves-Berg', 'https://en.wikipedia.org/wiki/Rusticus_(archbishop_of_Lyon)', 'https://en.wikipedia.org/wiki/Bloody_Mary_(cocktail)', 'https://en.wikipedia.org/wiki/Mar%C3%ADa_Guerrero_L%C3%B3pez', 'https://en.wikipedia.org/wiki/Crommyonian_Sow']"
Q36,How many years did it take for the Gemini astronauts to return to Earth? Answer: 225 miles (362 km) journey at speeds of up to 110 miles per hour (180 km/h).,2,https://en.wikipedia.org/wiki/January_1969,2,0.25,1,1,1.1384656429290771,"['https://en.wikipedia.org/wiki/Yelena_Davydova', 'https://en.wikipedia.org/wiki/2023_United_Rentals_200', 'https://en.wikipedia.org/wiki/Britain%27s_Got_Talent_series_13', 'https://en.wikipedia.org/wiki/January_1969', 'https://en.wikipedia.org/wiki/Charles_Fellows']"
Q37,What is the name of the work that Vaidya did in 1942? Answer: Albert Einstein's theory of gravity.,Vaidya Metric,https://en.wikipedia.org/wiki/Prahalad_Chunnilal_Vaidya,Albert Einstein's theory of gravity.,1.0,0,1,1.727100133895874,"['https://en.wikipedia.org/wiki/Prahalad_Chunnilal_Vaidya', 'https://en.wikipedia.org/wiki/Prahalad_Chunnilal_Vaidya', 'https://en.wikipedia.org/wiki/Prahalad_Chunnilal_Vaidya', 'https://en.wikipedia.org/wiki/Prahalad_Chunnilal_Vaidya', 'https://en.wikipedia.org/wiki/Prahalad_Chunnilal_Vaidya']"
Q38,What is the name of the person who wrote the article?/question> Answer: /question>,John McKinney,https://en.wikipedia.org/wiki/Rovin%27_Tumbleweeds,Zeigarnik,0.0,0,0,1.230499505996704,"['https://en.wikipedia.org/wiki/David_Rosenberg_(poet)', 'https://en.wikipedia.org/wiki/Bluma_Zeigarnik', 'https://en.wikipedia.org/wiki/Prahalad_Chunnilal_Vaidya', 'https://en.wikipedia.org/wiki/Przemys%C5%82aw_Krych', 'https://en.wikipedia.org/wiki/January_1969']"
Q39,What is the function of sleep? _,regulates metabolism,https://en.wikipedia.org/wiki/Neuroscience_of_sleep,restorative,1.0,0,1,1.2223353385925293,"['https://en.wikipedia.org/wiki/Neuroscience_of_sleep', 'https://en.wikipedia.org/wiki/Neuroscience_of_sleep', 'https://en.wikipedia.org/wiki/Neuroscience_of_sleep', 'https://en.wikipedia.org/wiki/Neuroscience_of_sleep', 'https://en.wikipedia.org/wiki/Neuroscience_of_sleep']"
Q40,What is the name of the UK top-ten singles of 1960? Answer: Bolinhas Amarelas,List of number-one singles from the 1990s,https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini,ански на лалета,1.0,0,1,2.282522201538086,"['https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini', 'https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini', 'https://en.wikipedia.org/wiki/Oasis_discography', 'https://en.wikipedia.org/wiki/Oasis_discography', 'https://en.wikipedia.org/wiki/Disco']"
Q41,"What is the name of the book that Morel wrote?, Setif de ma jeunesse,",Setif de ma jeunesse,https://en.wikipedia.org/wiki/Denise_Morel,Alive: The Literary Core of the Kabbalah,1.0,0,1,2.0800132751464844,"['https://en.wikipedia.org/wiki/Denise_Morel', 'https://en.wikipedia.org/wiki/David_Rosenberg_(poet)', 'https://en.wikipedia.org/wiki/Verona_Orational', 'https://en.wikipedia.org/wiki/Guill%C3%A9n_de_Castro_y_Bellvis', 'https://en.wikipedia.org/wiki/David_Rosenberg_(poet)']"
Q42,How many airports in Idaho are there?,2,https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport,[1],1.0,0,1,0.9705049991607666,"['https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport', 'https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport', 'https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport', 'https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport', 'https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport']"
Q43,"What is the name of the lighthouse that is located on Hook Head at the tip of the Hook Peninsula in County Wexford, in Ireland? _",The Hook Lighthouse,https://en.wikipedia.org/wiki/Hook_Lighthouse,The Hook Lighthouse,1.0,1,1,1.1125965118408203,"['https://en.wikipedia.org/wiki/Hook_Lighthouse', 'https://en.wikipedia.org/wiki/Old_Man_of_Stoer', 'https://en.wikipedia.org/wiki/Ambarchik', 'https://en.wikipedia.org/wiki/Bruck_an_der_Leitha', 'https://en.wikipedia.org/wiki/Philip_A._Hart_Plaza']"
Q44,What is the name of the city in Kottayam? Answer: Kottayam.,The current collectorate is Sri. Chetan Kumar Meena,https://en.wikipedia.org/wiki/Kottayam,Kottayam.,1.0,0,1,4.637527227401733,"['https://en.wikipedia.org/wiki/Kottayam', 'https://en.wikipedia.org/wiki/Kottayam', 'https://en.wikipedia.org/wiki/Kottayam', 'https://en.wikipedia.org/wiki/Kottayam', 'https://en.wikipedia.org/wiki/Kottayam']"
Q45,Who was the host of the event? (Answer: A).,Eva Longoria,https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards,Bebe Rexha,1.0,0,1,1.2562079429626465,"['https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards', 'https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards', 'https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards', 'https://en.wikipedia.org/wiki/Virginia_Hewitt', 'https://en.wikipedia.org/wiki/Silesian_Stadium']"
Q46,What was the name of the Indian Army's battalion that was commanded by Lt Col YK Joshi? Answer: 13th Jammu and Kashmir Rifles,13th Jammu and Kashmir Rifles,https://en.wikipedia.org/wiki/Battle_of_Point_4875,13th Jammu and Kashmir Rifles,1.0,1,1,1.6813149452209473,"['https://en.wikipedia.org/wiki/Battle_of_Point_4875', 'https://en.wikipedia.org/wiki/Robert_Scallon', 'https://en.wikipedia.org/wiki/Kottayam', 'https://en.wikipedia.org/wiki/Battle_of_Chunj', 'https://en.wikipedia.org/wiki/Research_%26_Development_Establishment_(Engineers)']"
Q47,"What is the title of the song ""Dum Da Dum""?, ""Dum Da Dum"" and ""They Came To Rule""",They Came To Rule,https://en.wikipedia.org/wiki/Melodie_MC,They Came To Rule,1.0,1,1,1.302591323852539,"['https://en.wikipedia.org/wiki/Melodie_MC', 'https://en.wikipedia.org/wiki/Melodie_MC', 'https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini', 'https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini', 'https://en.wikipedia.org/wiki/Disco']"
Q48,What was the name of the department created by the National Assembly? Answer: Nord and Pas-de-Calais départements.,"The Nord department consisted of eight districts: Bergues, Hazebrouck, Lille, Douai, Cambray, Valenciennes, Le Quesnoy, and Avesnes, while Pas-de-Calais comprised Arras, Bapaume",https://en.wikipedia.org/wiki/Nord-Pas-de-Calais,Nord-Pas-de-Calais,1.0,0,1,2.434809923171997,"['https://en.wikipedia.org/wiki/Nord-Pas-de-Calais', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais']"
Q49,"What is the name of the brand name of a Biosolid created by Metro Vancouver, Canada? Answer: Nutrifor",Nutrifor,https://en.wikipedia.org/wiki/Biosolids,Nutrifor,1.0,1,1,1.9610955715179443,"['https://en.wikipedia.org/wiki/Biosolids', 'https://en.wikipedia.org/wiki/Biosolids', 'https://en.wikipedia.org/wiki/Biosolids', 'https://en.wikipedia.org/wiki/Head_%26_Shoulders', 'https://en.wikipedia.org/wiki/OldTown_White_Coffee']"
Q50,What is the name of the opera that Giustino is bestowed on? Answer: Giustino.,Giustino,https://en.wikipedia.org/wiki/Giustino_(Handel),Giustino.,1.0,0,1,1.4985558986663818,"['https://en.wikipedia.org/wiki/Giustino_(Handel)', 'https://en.wikipedia.org/wiki/Giustino_(Handel)', 'https://en.wikipedia.org/wiki/Giustino_(Handel)', 'https://en.wikipedia.org/wiki/Giustino_(Handel)', 'https://en.wikipedia.org/wiki/Psych%C3%A9_(opera)']"
Q51,"What is the name of the song that Carrà recorded in Spain? Answer: ""A far l'amore comincia tu""",Far l'Amore,https://en.wikipedia.org/wiki/Disco,Hay que venir al sur,1.0,0,1,1.9072349071502686,"['https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/A_Favor_House_Atlantic', 'https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini', 'https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini', 'https://en.wikipedia.org/wiki/Disco']"
