qid,question,gold_answer,gold_url,predicted_answer,mrr_url,exact_match,recall_at_k,time,retrieved_urls
Q14,Who was the host of the MTV EMAs? (Answer: A).,Hailee Steinfeld,https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards,Nicki Minaj,1.0,0,1,0.3339836597442627,"['https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards', 'https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards', 'https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards']"
Q15,Which of the following is the most likely explanation for the [O/Fe] excess in metal-poor stars? Answer: [/Fe] excess in metal-poor stars can be explained qualitatively if much of the iron comes from SN I. The essential ingredient in accounting for the [O/Fe] excess is that a significant fraction of oxygen must come from stars with shorter lives than those that make much of the iron. The answer: [/Fe] excess in metal-poor stars can be explained qualitatively if much of the iron comes from SN,if much of the iron comes from SN I,https://en.wikipedia.org/wiki/(%CE%B1/Fe)_versus_(Fe/H)_diagram,I don't know,1.0,0,1,0.366100549697876,"['https://en.wikipedia.org/wiki/(%CE%B1/Fe)_versus_(Fe/H)_diagram', 'https://en.wikipedia.org/wiki/(%CE%B1/Fe)_versus_(Fe/H)_diagram', 'https://en.wikipedia.org/wiki/Iron_Act']"
Q17,What was the name of the arena that was to be replaced?,Victoria Memorial Arena,https://en.wikipedia.org/wiki/Victoria_Salmon_Kings,Kensington stadium,1.0,0,1,0.23906493186950684,"['https://en.wikipedia.org/wiki/Victoria_Salmon_Kings', 'https://en.wikipedia.org/wiki/Victoria_Salmon_Kings', 'https://en.wikipedia.org/wiki/Kensington_Oval']"
Q18,What is the name of the village in which the ruins of a building constructed of ashlars and the foundations of other buildings are located?,Khirbat al-Tahuna,https://en.wikipedia.org/wiki/Sar%27a,Khirbat al-Tahuna,1.0,1,1,0.5815625190734863,"['https://en.wikipedia.org/wiki/Sar%27a', 'https://en.wikipedia.org/wiki/Sar%27a', 'https://en.wikipedia.org/wiki/Noonan_Plaza_Apartments']"
Q19,"What is the name of the library that Erwin, Susan, completed?",Johann Fust Library,https://en.wikipedia.org/wiki/Johann_Fust_Community_Library,Johann Fust Community Library,1.0,0,1,0.4297018051147461,"['https://en.wikipedia.org/wiki/Johann_Fust_Community_Library', 'https://en.wikipedia.org/wiki/Bibliotheca_Palatina', 'https://en.wikipedia.org/wiki/Bibliotheca_Palatina']"
Q21,Which airlines started service between Idaho Falls and Denver in October 2002? Answer: Allegiant Air,Big Sky Airlines,https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport,Allegiant Air,1.0,0,1,0.3352057933807373,"['https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport', 'https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport', 'https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport']"
Q22,What is the name of the group that argued that disco sucks was a racist movement? Answer: Disco Demolition Night,Robert Christgau,https://en.wikipedia.org/wiki/Disco,Disco Demolition Night,1.0,0,1,0.39179015159606934,"['https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Disco']"
Q23,"What is the name of the music critic who called Dark Waves ""one of the most arresting American orchestral compositions of recent years?"", according to the passage? Answer: Alex Ross.",Alex Ross,https://en.wikipedia.org/wiki/Dark_Waves_(composition),Alex Ross.,1.0,0,1,0.2501649856567383,"['https://en.wikipedia.org/wiki/Dark_Waves_(composition)', 'https://en.wikipedia.org/wiki/Dark_Waves_(composition)', 'https://en.wikipedia.org/wiki/Dark_Waves_(composition)']"
Q24,What is the name of the helicopter that was developed by RotorWay International? Answer: The RotorWay Exec.,AvioTecnica of Italy marketed the Exec as the ES-101 Exec with a turbine engine instead of the piston engine.,https://en.wikipedia.org/wiki/RotorWay_Exec,The RotorWay Exec.,1.0,0,1,0.529186487197876,"['https://en.wikipedia.org/wiki/RotorWay_Exec', 'https://en.wikipedia.org/wiki/RotorWay_Exec', 'https://en.wikipedia.org/wiki/Research_%26_Development_Establishment_(Engineers)']"
Q25,"How much did Rory MacDonald pay for the fight night bonus? Answer: $400,000","$50,000",https://en.wikipedia.org/wiki/UFC_167,I don't know,1.0,0,1,0.5853872299194336,"['https://en.wikipedia.org/wiki/UFC_167', 'https://en.wikipedia.org/wiki/Elmo_Henderson', 'https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards']"
Q26,Which county has the highest elevation? Answer: Jeff Davis County,65 years of age or older,"https://en.wikipedia.org/wiki/Jeff_Davis_County,_Texas",Jeff Davis County,1.0,0,1,0.6029684543609619,"['https://en.wikipedia.org/wiki/Jeff_Davis_County,_Texas', 'https://en.wikipedia.org/wiki/Jeff_Davis_County,_Texas', 'https://en.wikipedia.org/wiki/Jeff_Davis_County,_Texas']"
Q29,What is the function of sleep? Options:A,(iii),https://en.wikipedia.org/wiki/Neuroscience_of_sleep,Restorative,1.0,0,1,0.32520461082458496,"['https://en.wikipedia.org/wiki/Neuroscience_of_sleep', 'https://en.wikipedia.org/wiki/Neuroscience_of_sleep', 'https://en.wikipedia.org/wiki/Neuroscience_of_sleep']"
Q31,What is the purpose of the humanoid biped system?Options:A To control and control the terrain.B To design a path.C To locate and map in unstructured terrain.D To design a path.Answer:A,C,https://en.wikipedia.org/wiki/Research_%26_Development_Establishment_(Engineers),A,1.0,0,1,0.2361133098602295,"['https://en.wikipedia.org/wiki/Research_%26_Development_Establishment_(Engineers)', 'https://en.wikipedia.org/wiki/Research_%26_Development_Establishment_(Engineers)', 'https://en.wikipedia.org/wiki/Research_%26_Development_Establishment_(Engineers)']"
Q33,Who is the interim leader?,Rae,https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election,Trudeau,1.0,0,1,0.2886080741882324,"['https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election', 'https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election', 'https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election']"
Q34,"What was the name of the song that was released in 1972? Answer: ""The Love I Lost""",The Love I Lost,https://en.wikipedia.org/wiki/Disco,"""The Love I Lost"" by Harold Melvin & the Blue Notes",1.0,0,1,0.868567705154419,"['https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Disco']"
Q35,"What is the first song that was released in 1978? ""You Make Me Feel (Mighty Real)"" and ""Dance (Disco Heat)"". The answer: ""You Make Me Feel (Mighty Real)"" and ""Dance (Disco Heat)"".",""" (1979), Stephanie Mills' "" ""What Cha Gonna Do with My Lovin'"" (1979), Lipps Inc.'s ""F"" (1979), Lipps Inc.'s ""F"" (1979), Lipps Inc.'s ""F"" (1979), Lip",https://en.wikipedia.org/wiki/Disco,You Make Me Feel (Mighty Real),1.0,0,1,1.0267300605773926,"['https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Disco', 'https://en.wikipedia.org/wiki/Disco']"
Q37,What is the name of the person who was reelected in the 2021 Transnistrian presidential election? Answer: Vadim Krasnoselsky,Vadim Krasnoselsky,https://en.wikipedia.org/wiki/Vadim_Krasnoselsky,Vadim Krasnoselsky,1.0,1,1,0.4772508144378662,"['https://en.wikipedia.org/wiki/Vadim_Krasnoselsky', 'https://en.wikipedia.org/wiki/Vadim_Krasnoselsky', 'https://en.wikipedia.org/wiki/Vadim_Krasnoselsky']"
Q38,What was the name of the book that Kinsella published in 1992? Answer: Unholy Alliances.,Unholy Alliances,https://en.wikipedia.org/wiki/Ian_Verner_Macdonald,Unholy Alliances.,1.0,0,1,0.35877060890197754,"['https://en.wikipedia.org/wiki/Ian_Verner_Macdonald', 'https://en.wikipedia.org/wiki/Ian_Verner_Macdonald', 'https://en.wikipedia.org/wiki/Atlantis']"
Q39,What club did Holohan play for in the 2021 National League play-off final? Answer: Crawley Town.,Hartlepool,https://en.wikipedia.org/wiki/Gavan_Holohan,Crawley Town.,1.0,0,1,0.3356130123138428,"['https://en.wikipedia.org/wiki/Gavan_Holohan', 'https://en.wikipedia.org/wiki/Gavan_Holohan', 'https://en.wikipedia.org/wiki/Gavan_Holohan']"
Q40,What is the name of the book that was published by the University of Arizona? Answer: List of poems.,Ada Limón,https://en.wikipedia.org/wiki/Ada_Lim%C3%B3n,The Lost Atlantis or The Great Deluge of All,0.3333333333333333,0,1,0.6391899585723877,"['https://en.wikipedia.org/wiki/Atlantis', 'https://en.wikipedia.org/wiki/David_Rosenberg_(poet)', 'https://en.wikipedia.org/wiki/Ada_Lim%C3%B3n']"
Q41,What is the name of the school where Peterson graduated from? Answer: Pepperdine University School of Business,Pepperdine University School of Law,https://en.wikipedia.org/wiki/Jason_Peterson,Pepperdine University School of Law,1.0,1,1,0.4595339298248291,"['https://en.wikipedia.org/wiki/Jason_Peterson', 'https://en.wikipedia.org/wiki/David_Rosenberg_(poet)', 'https://en.wikipedia.org/wiki/Ada_Lim%C3%B3n']"
Q42,What is the name of the sculpture that was placed next to the bull?,"""Cheap Money is Out of Order""",https://en.wikipedia.org/wiki/Charging_Bull,Harambe,1.0,0,1,0.4644455909729004,"['https://en.wikipedia.org/wiki/Charging_Bull', 'https://en.wikipedia.org/wiki/Charging_Bull', 'https://en.wikipedia.org/wiki/Charging_Bull']"
Q43,What is the name of the place where Holman Eskimo Co-op is located? Answer: Ulukhaktok.,Ulukhaktok,https://en.wikipedia.org/wiki/Ulukhaktok,Ulukhaktok,1.0,1,1,0.5159382820129395,"['https://en.wikipedia.org/wiki/Ulukhaktok', 'https://en.wikipedia.org/wiki/Ulukhaktok', 'https://en.wikipedia.org/wiki/Ulukhaktok']"
Q45,What was the name of the building that Ginsbern designed on Park Plaza? Answer: Avenue.,the Park Plaza Apartments,https://en.wikipedia.org/wiki/Noonan_Plaza_Apartments,Noonan Plaza.,1.0,0,1,0.316312313079834,"['https://en.wikipedia.org/wiki/Noonan_Plaza_Apartments', 'https://en.wikipedia.org/wiki/Noonan_Plaza_Apartments', 'https://en.wikipedia.org/wiki/Dot_Baires_Shopping']"
Q46,What is the name of the company that is a part of the INC.? Answer: INC.,Taluka.lokmat.com,"https://en.wikipedia.org/wiki/Arvi,_Wardha",Sledgehammer Games,0.0,0,0,0.43517184257507324,"['https://en.wikipedia.org/wiki/Sledgehammer_Games', 'https://en.wikipedia.org/wiki/Chiefs_(Super_Rugby)', 'https://en.wikipedia.org/wiki/La_Dawri']"
Q47,"What was the name of the song that Madonna sang during the Eurovision Song Contest? Answer: ""Hung Up"".","""Hung Up""",https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards,"""Hey Mamma"" by SunStroke Project",1.0,0,1,0.6415259838104248,"['https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards', 'https://en.wikipedia.org/wiki/Moldova_in_the_Eurovision_Song_Contest', 'https://en.wikipedia.org/wiki/Moldova_in_the_Eurovision_Song_Contest']"
Q49,Who was the first commissioner of the colony?,Gideon Johnston,https://en.wikipedia.org/wiki/Episcopal_Diocese_of_South_Carolina_(1785%E2%80%932012),Joseph F. Bruno,1.0,0,1,0.36208009719848633,"['https://en.wikipedia.org/wiki/Episcopal_Diocese_of_South_Carolina_(1785%E2%80%932012)', 'https://en.wikipedia.org/wiki/Woodstock,_New_Brunswick', 'https://en.wikipedia.org/wiki/Joseph_F._Bruno']"
Q51,What was the name of the event that Taylor Swift attended?,EMAs,https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards,Thirty Seconds to Mars,1.0,0,1,0.47408103942871094,"['https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards', 'https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards', 'https://en.wikipedia.org/wiki/MTV_Europe_Music_Awards']"
Q52,"Who was the first religious paper on the west coast?, and Santa Cruz Congregational Church. Answer: Samuel Weyler",The Pacific 55,https://en.wikipedia.org/wiki/Benicia_Seminary,"he founded The Pacific 55, the first religious paper on the west coast.",1.0,0,1,0.7548346519470215,"['https://en.wikipedia.org/wiki/Benicia_Seminary', 'https://en.wikipedia.org/wiki/Benicia_Seminary', 'https://en.wikipedia.org/wiki/Benicia_Seminary']"
Q53,Who was the manager of Blackwell's tag team? Answer: Sheik Adnan Al-Kaissey,Sheik Adnan Al-Kaissey,https://en.wikipedia.org/wiki/Jerry_Blackwell,Sheik Adnan Al-Kaissey,1.0,1,1,0.6361877918243408,"['https://en.wikipedia.org/wiki/Jerry_Blackwell', 'https://en.wikipedia.org/wiki/Jerry_Blackwell', 'https://en.wikipedia.org/wiki/Jerry_Blackwell']"
Q54,What was the name of the race that Sammy Smith would win? Answer: 2023 United Rentals 200,2023 United Rentals 200,https://en.wikipedia.org/wiki/2023_United_Rentals_200,2023 United Rentals 200,1.0,1,1,0.4137413501739502,"['https://en.wikipedia.org/wiki/2023_United_Rentals_200', 'https://en.wikipedia.org/wiki/Bret_Holmes_Racing', 'https://en.wikipedia.org/wiki/January_1969']"
Q55,How many caps did Hansen have in total?,52,https://en.wikipedia.org/wiki/Asbj%C3%B8rn_Hansen,I don't know based on the given context.,1.0,0,1,0.5800681114196777,"['https://en.wikipedia.org/wiki/Asbj%C3%B8rn_Hansen', 'https://en.wikipedia.org/wiki/Blaise_Nkufo', 'https://en.wikipedia.org/wiki/David_Rosenberg_(poet)']"
Q57,How many months did he spend in jail? Answer: 13 months.,13 months,https://en.wikipedia.org/wiki/2019_in_hip-hop,13 months.,1.0,0,1,0.24556255340576172,"['https://en.wikipedia.org/wiki/2019_in_hip-hop', 'https://en.wikipedia.org/wiki/2019_in_hip-hop', 'https://en.wikipedia.org/wiki/January_1969']"
Q58,What is the name of the cantata that was based on Verdaguer's L'Atlántida? Answer: L'Atlántida,================================================================,https://en.wikipedia.org/wiki/Atlantis,I don't know,1.0,0,1,0.6094245910644531,"['https://en.wikipedia.org/wiki/Atlantis', 'https://en.wikipedia.org/wiki/Atlantis', 'https://en.wikipedia.org/wiki/Santa_Rita_da_Cascia_alle_Vergini']"
Q59,What is the name of the person who is the current Baba Sheikh?/answer: Sheikh Ali Ilyas./answer: Xatûna Fexra./answer: Xatûna Fexra.,Sheikh Ali Ilyas,https://en.wikipedia.org/wiki/Fexred%C3%AEn,Sheikh Mend,1.0,0,1,0.32358360290527344,"['https://en.wikipedia.org/wiki/Fexred%C3%AEn', 'https://en.wikipedia.org/wiki/Fexred%C3%AEn', 'https://en.wikipedia.org/wiki/Sar%27a']"
Q61,Which country has the highest percentage of voters?,India,https://en.wikipedia.org/wiki/Babli_project,Moldova,0.0,0,0,0.5830211639404297,"['https://en.wikipedia.org/wiki/Moldova_in_the_Eurovision_Song_Contest', 'https://en.wikipedia.org/wiki/Moldova_in_the_Eurovision_Song_Contest', 'https://en.wikipedia.org/wiki/Moldova_in_the_Eurovision_Song_Contest']"
Q62,"How many points did Javid Bowen score in the NRL?, Round 3: Javid Bowen scored his 50th try in the NRL., Round 5: Javid Bowen scored his 1,000th point at 1300SMILES Stadium., Round 7: Javid Bowen scored his 1,000th point at 1300SMILES Stadium., Round 8: Javid Bowen scored his 50th try in the NRL., Round 9: Javid Bowen scored his first NRL try., Round 10: Javid Bowen scored his 250th game for the club., Round",0,https://en.wikipedia.org/wiki/2016_North_Queensland_Cowboys_season,"1,000",1.0,0,1,0.22559428215026855,"['https://en.wikipedia.org/wiki/2016_North_Queensland_Cowboys_season', 'https://en.wikipedia.org/wiki/2016_North_Queensland_Cowboys_season', 'https://en.wikipedia.org/wiki/2016_North_Queensland_Cowboys_season']"
Q63,What is the title of the film?Options:A Prodigal SonsB Prodigal SonsC Prodigal SonsD Prodigal SonsAnswer:A,A,https://en.wikipedia.org/wiki/Prodigal_Sons_(film),A,1.0,1,1,0.36776185035705566,"['https://en.wikipedia.org/wiki/Prodigal_Sons_(film)', 'https://en.wikipedia.org/wiki/Prodigal_Sons_(film)', 'https://en.wikipedia.org/wiki/Itsy_Bitsy_Teenie_Weenie_Yellow_Polkadot_Bikini']"
Q65,What is the name of the team that won the 2015-16 UEFA Champions League? Answer: Stjarnan,Celtic F.C.,https://en.wikipedia.org/wiki/2015_Stjarnan_season,Celtic F.C.,1.0,1,1,0.3162353038787842,"['https://en.wikipedia.org/wiki/2015_Stjarnan_season', 'https://en.wikipedia.org/wiki/2015_Stjarnan_season', 'https://en.wikipedia.org/wiki/2015_Stjarnan_season']"
Q66,What was Herzog's occupation?,Rabbi,https://en.wikipedia.org/wiki/Yitzhak_HaLevi_Herzog,Chief Rabbi of Ireland,1.0,0,1,0.3142421245574951,"['https://en.wikipedia.org/wiki/Yitzhak_HaLevi_Herzog', 'https://en.wikipedia.org/wiki/Paul_E._Kahle', 'https://en.wikipedia.org/wiki/Yitzhak_HaLevi_Herzog']"
Q67,Which of the following is true? Answer: The Battle rounds.,The coaches had sixteen or seventeen contestants for the Battle rounds,https://en.wikipedia.org/wiki/The_Voice_of_Mongolia_season_2,The magazine are clearly marked and noticeably different.,0.0,0,0,0.6073362827301025,"['https://en.wikipedia.org/wiki/Battle_of_the_Ascent_of_Lebonah', 'https://en.wikipedia.org/wiki/Zastava_M19', 'https://en.wikipedia.org/wiki/Battle_of_Honey_Hill']"
Q69,"What is the reference viscosity correlation of Pedersen et al. (1987)? Answer:  z (  z , T z ) =  0 ( T z ) +   1 ( T z )  z + F 1","The viscosity correlation of Pedersen et al. (1987) is  z (  z , T z ) =  0 ( T z ) +   1 ( T z )  z +",https://en.wikipedia.org/wiki/Viscosity_models_for_mixtures,I don't know,1.0,0,1,0.6078345775604248,"['https://en.wikipedia.org/wiki/Viscosity_models_for_mixtures', 'https://en.wikipedia.org/wiki/Viscosity_models_for_mixtures', 'https://en.wikipedia.org/wiki/Viscosity_models_for_mixtures']"
Q70,What was the main cause of the economic problems in the region? Answer: The economic problems.,Algerian War and social tensions,https://en.wikipedia.org/wiki/Nord-Pas-de-Calais,"The industrial boom turned Northern France into an economic powerhouse for over a century, it brought severe hardships for the working class. Miners, as depicted in Émile Zola's ""Germinal"", faced grueling conditions and meager wages, risking their health.",1.0,0,1,2.6576013565063477,"['https://en.wikipedia.org/wiki/Nord-Pas-de-Calais', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais', 'https://en.wikipedia.org/wiki/Legislation_on_Chinese_Indonesians']"
Q71,"What is the name of the party that announced that the winner of the leadership race will be made public on April 14, 2013, in Ottawa, Ontario? _",Liberal Party of Canada,https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election,Liberal Party of Canada,1.0,1,1,0.3297157287597656,"['https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election', 'https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election', 'https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election']"
Q73,Which highway passes through the region? (A1 and A2) and (A2 and A3),(A1 and A2),https://en.wikipedia.org/wiki/Nord-Pas-de-Calais,(A1 and A2),0.5,1,1,0.3652822971343994,"['https://en.wikipedia.org/wiki/Illinois_Route_143', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais', 'https://en.wikipedia.org/wiki/Nord-Pas-de-Calais']"
Q74,What is the difference between REM and non-REM sleep? Answer: REM sleep is considered closer to wakefulness and is characterized by rapid eye movement and muscle atonia.,rapid eye movement and muscle atonia,https://en.wikipedia.org/wiki/Neuroscience_of_sleep,REM sleep is considered closer to wakefulness and is characterized by rapid eye movement and muscle atonia.,1.0,0,1,1.6805486679077148,"['https://en.wikipedia.org/wiki/Neuroscience_of_sleep', 'https://en.wikipedia.org/wiki/Neuroscience_of_sleep', 'https://en.wikipedia.org/wiki/Neuroscience_of_sleep']"
Q75,"What was Harris's obituary in The Stage?, ""Adarker side of Harris, a stooge."",",Legacy,https://en.wikipedia.org/wiki/Keith_Harris_(ventriloquist),"""Adarker side of Harris, a stooge.""",1.0,0,1,0.7449681758880615,"['https://en.wikipedia.org/wiki/Keith_Harris_(ventriloquist)', 'https://en.wikipedia.org/wiki/Keith_Harris_(ventriloquist)', 'https://en.wikipedia.org/wiki/Keith_Harris_(ventriloquist)']"
Q77,What is the critical molar volume Vci of a r P c P a +  c K h r P c P h +  c K h 2 r P c 2 P h 2 displaystyle eta _df=frac eta _cK_arP_cP_a+frac eta _cK_hrP_cP,D_piquad textwherequad D_p,https://en.wikipedia.org/wiki/Viscosity_models_for_mixtures,I don't know,1.0,0,1,0.7123792171478271,"['https://en.wikipedia.org/wiki/Viscosity_models_for_mixtures', 'https://en.wikipedia.org/wiki/Viscosity_models_for_mixtures', 'https://en.wikipedia.org/wiki/Viscosity_models_for_mixtures']"
Q78,What is the definition of hypnotherapist? Answer: Hypnotherapist,Hypnotherapist,https://en.wikipedia.org/wiki/History_of_hypnosis,I don't know,1.0,0,1,0.6181380748748779,"['https://en.wikipedia.org/wiki/History_of_hypnosis', 'https://en.wikipedia.org/wiki/History_of_hypnosis', 'https://en.wikipedia.org/wiki/History_of_hypnosis']"
Q79,Which song is Blige's first top ten album in Sweden? Answer: Deep Inside,Deep Inside,https://en.wikipedia.org/wiki/Mary_(Mary_J._Blige_album),"""Sexy"" contains an interpolation of ""I Can't Help It"" as performed by Michael Jackson and written by Stevie Wonder ""Deep Inside"" contains a...",1.0,0,1,1.8787965774536133,"['https://en.wikipedia.org/wiki/Mary_(Mary_J._Blige_album)', 'https://en.wikipedia.org/wiki/Mary_(Mary_J._Blige_album)', 'https://en.wikipedia.org/wiki/Mary_(Mary_J._Blige_album)']"
Q81,What is the difference between the .458 Winchester Magnum and the .458 Winchester Magnum?,.416 inch bullet diameter,https://en.wikipedia.org/wiki/.416_Taylor,The .416 Taylor is a rifle cartridge.,1.0,0,1,0.6103987693786621,"['https://en.wikipedia.org/wiki/.416_Taylor', 'https://en.wikipedia.org/wiki/.416_Taylor', 'https://en.wikipedia.org/wiki/M39_Enhanced_Marksman_Rifle']"
Q82,What is the name of the school that Ark Academy is located in? Answer: Twyford Academy,Twyford C of E High School,https://en.wikipedia.org/wiki/Twyford_Church_of_England_Academies_Trust,Twyford Church of England High School,1.0,0,1,0.668048620223999,"['https://en.wikipedia.org/wiki/Twyford_Church_of_England_Academies_Trust', 'https://en.wikipedia.org/wiki/Twyford_Church_of_England_Academies_Trust', 'https://en.wikipedia.org/wiki/Twyford_Church_of_England_Academies_Trust']"
Q83,"What is the main idea of the text?Options:A The name of the United States software used to accomplish this deanonyization is thought to be ""Good Listener"" as part of ""Operation Woodpecker Ridge""B The name of the United States software used to accomplish this deanonyization is thought to be ""Good Listener"" as part of ""Operation Woodpecker Ridge""C The name of the United States software used to accomplish this deanonyization is thought to be ""Good Listener"" as part of ""Operation Woodpecker Ridge",A,https://en.wikipedia.org/wiki/Project_Habitance,A,1.0,1,1,0.26256394386291504,"['https://en.wikipedia.org/wiki/Project_Habitance', 'https://en.wikipedia.org/wiki/Project_Habitance', 'https://en.wikipedia.org/wiki/OS/2']"
Q85,What year was the church building completed?,1868,https://en.wikipedia.org/wiki/Benicia_Seminary,1866,1.0,0,1,0.24510741233825684,"['https://en.wikipedia.org/wiki/Benicia_Seminary', 'https://en.wikipedia.org/wiki/Westerleigh', 'https://en.wikipedia.org/wiki/Santa_Rita_da_Cascia_alle_Vergini']"
Q86,What is the name of the geologic formation that is considered one of the most important Lagerstätten sites? Answer: The Pisco Formation,are found in the Pisco Basin.,https://en.wikipedia.org/wiki/Pisco_Formation,Pisco Formation,1.0,0,1,0.3231010437011719,"['https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Pisco_Formation', 'https://en.wikipedia.org/wiki/Atlantis']"
